Area,Garage,FirePlace,Baths,White Marble,Black Marble,Indian Marble,Floors,City,Solar,Electric,Fiber,Glass Doors,Swiming Pool,Garden,Prices
175,1,0,4,1,0,0,0,3,0,1,1,1,0,1,53825
17,3,2,1,0,1,0,0,2,1,1,1,1,0,1,38375
79,3,1,4,0,0,1,1,1,0,1,1,0,1,1,44725
34,3,4,2,0,1,0,0,3,0,0,0,0,1,0,27350
26,1,4,3,1,0,0,0,3,0,0,1,0,0,1,46150
200,2,0,5,0,0,1,1,3,0,1,1,0,0,1,53750
13,3,0,2,0,0,1,0,1,1,1,0,1,0,1,17775
236,3,2,4,0,1,0,0,1,0,1,0,1,0,0,32100
206,1,4,4,1,0,0,0,1,1,0,0,0,1,0,33400
159,2,0,4,1,0,0,0,1,0,1,0,0,0,1,31725
157,1,1,2,0,1,0,0,2,0,0,0,0,0,0,21675
193,2,4,2,0,0,1,0,3,0,0,1,1,1,1,41025
53,2,1,4,1,0,0,0,1,1,0,0,0,1,0,28825
10,3,1,1,0,1,0,0,1,0,1,0,0,0,1,17500
165,2,1,1,1,0,0,1,2,1,0,0,1,0,1,50825
186,2,4,5,0,1,0,1,1,0,0,1,1,0,0,57600
216,1,4,4,0,1,0,0,1,1,0,1,1,1,0,40850
115,3,4,4,0,0,1,0,2,1,1,0,1,0,0,29325
208,2,3,1,0,1,0,0,3,1,1,0,0,1,0,29700
66,3,2,3,1,0,0,0,3,0,0,1,0,1,1,48650
91,2,3,5,0,1,0,1,3,0,0,1,0,0,1,57025
46,3,0,4,1,0,0,1,1,1,1,1,0,1,1,57400
154,2,3,4,1,0,0,0,1,1,1,1,0,1,0,45850
138,1,4,3,0,0,1,1,1,1,0,1,0,0,1,43200
91,1,2,3,0,0,1,1,3,1,1,0,1,1,1,41475
190,3,4,5,1,0,0,1,1,1,1,1,1,0,0,69700
69,1,4,5,0,0,1,1,3,0,0,1,0,0,1,50725
36,3,4,1,0,1,0,0,1,0,0,0,0,1,0,19150
104,3,2,2,1,0,0,1,3,0,1,0,1,1,0,57300
141,2,1,3,1,0,0,1,3,0,1,1,0,1,1,64525
38,1,4,2,1,0,0,1,2,0,0,1,1,1,0,61150
213,1,2,3,0,0,1,0,3,1,1,1,1,0,0,41275
191,3,1,1,0,1,0,1,1,1,1,1,1,0,1,53475
182,3,1,2,1,0,0,0,1,0,1,0,0,1,1,32050
10,3,3,5,1,0,0,0,1,1,1,1,1,1,1,49450
189,3,3,4,0,1,0,1,1,0,1,1,1,1,0,58425
93,3,4,2,0,1,0,1,3,0,0,1,1,1,1,60025
87,3,1,4,0,0,1,1,3,0,0,0,0,0,1,38925
172,1,1,4,0,1,0,1,2,1,1,1,0,0,0,52800
153,1,1,4,0,0,1,0,2,1,0,0,1,1,1,23775
31,3,1,2,1,0,0,0,1,0,1,0,0,0,0,28275
225,1,2,1,0,0,1,1,2,0,0,1,1,1,1,49075
43,1,1,4,0,1,0,0,3,1,1,1,1,1,0,42525
198,3,0,5,0,0,1,0,1,1,1,0,0,1,1,21700
91,1,0,3,0,1,0,1,3,0,0,1,0,1,0,50775
53,2,4,2,0,0,1,1,3,1,1,1,0,1,0,49575
178,3,4,5,0,1,0,1,3,1,0,0,0,0,1,49950
45,1,0,3,1,0,0,0,2,0,0,1,1,1,0,44575
145,1,0,3,0,1,0,1,3,0,1,0,0,0,1,41625
126,2,3,1,1,0,0,1,3,1,1,1,0,1,0,63400
2,2,4,2,1,0,0,1,3,1,1,0,0,0,1,50550
72,3,4,3,1,0,0,0,3,1,1,1,0,0,1,51800
75,1,3,2,0,1,0,0,2,0,0,1,1,1,1,37325
37,3,4,2,0,1,0,0,2,0,1,0,1,0,0,29625
204,3,0,1,0,1,0,1,2,0,1,1,0,0,1,51850
173,2,4,5,0,0,1,1,2,1,1,1,0,0,0,52825
189,2,4,1,0,1,0,1,3,0,0,0,0,1,1,43475
11,1,3,4,1,0,0,0,1,0,1,1,0,0,1,40525
235,1,3,3,1,0,0,1,2,0,1,1,1,0,1,67825
22,2,3,2,0,0,1,0,2,1,1,0,0,0,1,17800
147,1,1,2,1,0,0,0,2,1,0,0,1,0,0,35125
216,3,2,4,1,0,0,0,2,0,1,1,0,1,1,51400
84,1,3,4,1,0,0,1,2,0,0,0,1,0,0,52300
242,2,1,3,0,0,1,0,2,0,1,0,0,0,1,22800
46,2,1,2,0,0,1,0,3,1,0,0,1,1,1,23600
10,1,3,1,0,1,0,1,2,0,1,0,0,1,1,34500
219,1,2,3,0,0,1,0,1,1,1,1,1,1,0,34425
113,1,1,2,0,0,1,0,3,0,1,0,0,0,1,20325
94,1,2,2,0,0,1,1,2,1,1,0,0,0,0,32350
33,3,1,4,0,0,1,0,1,0,1,1,1,0,1,33025
154,1,4,1,0,0,1,0,1,1,1,0,1,1,0,20050
6,1,1,2,0,0,1,0,2,0,1,1,0,0,1,25900
98,2,3,2,0,0,1,1,2,1,0,0,0,0,1,33450
100,1,3,4,0,1,0,0,2,0,0,1,1,1,1,40450
239,3,1,5,1,0,0,0,3,1,1,0,0,1,1,44475
150,3,0,3,1,0,0,0,3,0,1,0,1,0,1,43200
47,3,0,4,1,0,0,0,2,1,1,0,0,0,0,34175
7,2,0,3,0,1,0,1,1,0,0,1,1,1,0,47625
32,3,2,5,1,0,0,0,1,1,0,1,0,0,1,43550
161,3,3,5,1,0,0,0,2,1,0,1,1,0,0,55475
2,1,0,2,0,1,0,0,2,0,1,1,0,0,0,30050
118,2,0,3,0,0,1,0,1,0,0,1,0,0,1,25950
34,1,2,1,0,1,0,1,1,1,1,1,0,1,0,42850
147,1,0,2,0,1,0,0,3,0,0,0,1,1,0,28625
70,1,0,4,0,1,0,1,1,1,0,0,1,0,0,37450
192,2,4,5,0,0,1,1,2,1,0,0,0,0,1,40300
33,2,1,4,1,0,0,1,2,1,1,0,1,0,1,52525
92,3,3,2,0,1,0,1,2,0,0,0,1,0,0,44000
117,1,1,5,1,0,0,1,3,0,1,0,1,1,1,57625
233,1,4,3,1,0,0,0,1,0,0,1,1,1,1,48775
97,1,1,3,0,0,1,0,2,1,1,0,1,0,1,22375
88,2,3,4,0,1,0,1,3,1,1,0,1,0,0,49900
27,3,1,5,0,1,0,1,1,0,1,0,0,0,1,37925
29,3,0,5,0,1,0,0,3,1,0,0,1,0,1,32675
101,2,1,2,0,1,0,1,3,1,1,0,1,1,1,46225
247,2,2,5,0,1,0,1,1,0,0,1,1,1,0,57625
41,3,2,2,0,0,1,1,3,0,0,0,0,0,0,36025
22,3,1,4,0,1,0,1,1,1,1,1,0,0,1,48550
67,3,0,4,0,1,0,1,3,1,0,1,0,1,0,54675
97,1,0,1,0,1,0,0,2,1,1,1,0,1,1,31425
30,1,4,1,0,0,1,1,2,1,0,1,0,1,0,41500
182,1,0,2,0,1,0,0,1,1,1,1,0,0,1,31300
207,2,4,1,0,0,1,1,3,1,0,1,0,1,0,50925
35,1,2,2,0,1,0,0,3,1,0,0,0,1,0,23125
19,3,2,1,1,0,0,1,3,1,0,1,1,1,1,64675
41,2,0,5,0,0,1,1,1,0,1,0,1,0,0,35475
83,3,0,5,1,0,0,0,3,1,0,1,0,0,1,50325
247,1,4,1,1,0,0,1,1,0,1,0,1,1,1,51125
204,1,4,5,1,0,0,1,1,0,1,1,1,1,1,66800
171,2,4,2,0,0,1,0,2,1,0,0,1,0,1,25475
107,1,4,2,1,0,0,0,1,0,1,1,1,0,1,45625
148,1,3,2,1,0,0,1,1,1,0,1,0,0,0,55450
179,2,4,1,0,0,1,0,1,0,1,0,1,0,0,21925
41,1,3,5,1,0,0,1,3,0,0,1,1,1,1,67725
15,3,2,1,0,1,0,0,1,0,0,0,0,0,0,17125
9,2,1,2,1,0,0,0,1,0,1,1,0,0,0,37975
146,3,2,3,0,0,1,0,2,0,0,0,1,1,0,25850
131,1,0,3,0,1,0,1,1,1,0,1,0,1,1,45025
39,3,1,4,1,0,0,1,3,1,1,0,0,1,0,53225
118,1,3,1,0,1,0,0,1,0,1,0,0,0,1,18700
222,3,4,4,0,0,1,1,1,1,1,0,1,0,1,43500
116,2,2,3,1,0,0,0,1,0,0,0,1,1,1,34100
14,3,1,5,0,1,0,1,1,1,1,0,0,0,0,37850
33,2,3,3,0,0,1,0,1,0,1,1,1,1,0,31775
163,2,0,5,1,0,0,0,2,1,1,0,0,0,1,36825
155,3,4,2,0,0,1,0,3,0,0,1,1,1,0,41575
237,3,0,2,0,1,0,1,3,1,0,0,0,1,1,44675
136,1,2,4,1,0,0,1,2,1,0,0,1,1,1,53100
142,2,0,4,0,0,1,1,1,1,1,0,0,0,1,32550
215,1,0,2,0,0,1,1,2,1,0,1,1,0,1,48825
131,2,1,1,0,1,0,0,3,1,1,1,0,0,1,38025
126,1,3,1,0,1,0,1,1,0,0,0,0,0,0,32650
24,1,2,3,1,0,0,1,2,1,0,1,0,0,1,56350
117,3,4,5,0,1,0,0,2,1,1,1,1,0,1,47375
139,1,1,1,0,0,1,0,1,1,1,0,0,1,0,12975
45,2,2,2,0,1,0,0,2,0,1,0,1,1,1,26825
192,1,4,3,0,0,1,1,2,0,0,1,0,1,0,47800
38,2,4,5,0,0,1,1,2,0,1,0,1,1,0,41900
89,2,1,2,0,0,1,0,3,0,1,1,0,1,0,32975
34,2,2,5,0,1,0,0,2,1,0,0,1,0,1,29300
82,3,3,3,0,1,0,0,3,0,1,0,1,0,1,34750
111,1,3,1,0,0,1,0,2,1,0,0,1,1,0,20475
238,1,2,3,0,1,0,1,2,0,0,1,1,1,0,56900
180,3,0,5,1,0,0,1,2,1,1,1,1,0,1,69950
127,3,1,4,0,1,0,1,1,0,1,0,0,0,0,39175
98,2,1,1,1,0,0,0,3,0,1,1,0,1,1,45950
76,3,0,2,0,1,0,1,3,1,1,0,0,0,0,41900
55,1,1,1,1,0,0,0,1,0,1,1,0,1,0,36375
196,1,0,5,1,0,0,1,2,1,0,1,0,1,1,61650
218,1,0,1,0,1,0,0,2,0,1,1,1,1,1,38650
141,1,1,5,0,0,1,1,2,0,0,1,1,1,1,51225
24,2,1,3,0,0,1,0,3,0,1,0,0,0,0,20850
219,1,3,1,0,0,1,1,1,0,0,1,1,0,0,46175
51,2,1,4,0,1,0,0,2,1,1,0,0,0,1,24525
53,1,1,3,1,0,0,1,2,0,0,0,0,0,1,44325
162,2,4,1,1,0,0,1,3,1,1,0,1,1,0,57750
142,3,3,4,0,0,1,0,2,0,0,0,1,0,0,27750
150,2,1,4,0,1,0,1,1,0,1,0,1,1,1,42700
99,2,2,5,0,1,0,0,1,1,0,1,1,1,1,39175
204,2,1,5,0,1,0,1,2,1,0,1,1,1,1,59550
164,3,4,5,0,0,1,0,1,0,1,0,1,0,0,28050
103,2,2,3,1,0,0,1,3,0,0,0,0,1,0,51325
176,3,3,1,1,0,0,1,1,1,0,0,0,1,0,46150
173,3,2,1,0,0,1,0,2,0,0,1,0,1,0,31325
244,1,4,2,1,0,0,1,2,0,0,0,1,0,1,54550
21,2,2,1,1,0,0,0,3,1,0,1,0,0,0,43775
192,1,3,2,0,1,0,0,2,0,0,1,1,1,1,40250
126,1,4,3,0,1,0,0,2,1,1,1,0,0,1,37650
249,3,1,3,0,0,1,0,3,0,0,1,1,0,1,42925
248,1,0,2,0,1,0,1,3,0,1,1,1,1,1,59150
55,1,2,2,1,0,0,1,1,0,1,0,1,0,0,46075
23,1,1,4,0,0,1,1,2,0,1,0,1,0,1,36525
237,1,4,3,1,0,0,0,2,1,0,0,0,0,0,36425
130,3,3,4,0,1,0,1,2,0,1,1,1,0,1,60450
157,3,3,1,0,0,1,0,3,1,1,0,1,1,1,29375
146,2,3,3,0,0,1,1,2,1,0,1,1,0,0,52100
197,3,2,3,0,0,1,1,1,0,0,0,1,1,1,38625
167,2,0,4,0,1,0,1,2,1,1,0,0,1,0,41675
183,3,1,4,0,1,0,1,1,0,1,1,1,1,0,56775
139,3,0,2,1,0,0,0,3,1,1,1,1,1,0,53675
155,3,2,4,0,1,0,1,2,0,1,0,1,0,0,48575
13,3,1,4,0,1,0,0,2,1,1,1,1,1,1,41275
190,2,3,3,0,0,1,1,3,0,1,0,1,1,1,45950
28,3,0,5,1,0,0,0,1,1,0,1,0,1,0,41950
20,2,0,2,0,1,0,1,3,1,1,1,1,0,0,55200
64,3,0,5,0,0,1,1,2,1,0,0,1,0,1,40050
40,2,0,5,0,1,0,0,2,1,0,1,0,0,0,35250
24,3,1,5,0,1,0,0,1,1,0,0,1,1,0,26300
107,3,4,2,0,1,0,0,1,0,0,1,0,1,0,33925
49,3,1,5,0,0,1,0,2,1,1,0,1,1,0,26675
237,3,0,5,0,0,1,1,3,0,1,1,0,0,1,56175
83,1,1,3,0,1,0,0,3,0,0,1,1,0,0,40775
107,2,3,1,0,1,0,1,2,0,0,0,0,0,1,37175
18,1,2,5,0,0,1,0,1,1,0,0,1,0,1,18900
175,2,1,4,0,0,1,0,3,1,1,0,1,0,0,30575
142,1,0,2,0,0,1,1,3,0,1,1,1,1,0,51500
30,2,2,3,0,0,1,0,2,1,0,1,1,0,1,33450
209,2,0,5,1,0,0,1,2,0,1,0,0,0,1,52725
212,3,3,1,0,1,0,0,3,1,1,0,0,1,1,31300
234,3,3,1,0,1,0,0,2,0,0,0,0,1,0,26850
195,2,4,2,0,1,0,0,2,0,0,1,1,1,1,42575
237,3,1,4,1,0,0,0,2,1,0,0,1,0,1,42875
79,2,3,3,0,0,1,1,1,0,0,0,1,1,0,34925
113,3,1,5,1,0,0,1,2,1,1,0,0,1,1,52825
198,3,0,3,0,1,0,1,2,0,0,1,1,1,1,57400
34,1,2,4,1,0,0,1,1,1,1,0,0,0,1,43850
12,2,4,2,0,1,0,0,2,1,1,0,1,0,1,27750
222,3,3,5,1,0,0,0,1,1,0,1,1,1,1,53500
158,1,4,3,1,0,0,1,3,0,1,1,1,0,0,70150
115,3,4,4,0,0,1,0,2,1,1,0,1,0,1,29325
176,2,4,5,0,0,1,1,1,1,1,1,0,0,0,49400
36,2,1,2,1,0,0,1,1,0,0,0,1,1,1,45100
206,1,4,3,0,0,1,1,3,0,1,0,0,0,1,41150
71,1,3,4,0,0,1,1,2,1,1,0,0,0,1,35025
208,3,3,5,1,0,0,1,3,1,0,0,1,0,1,63400
69,2,3,4,1,0,0,0,1,1,0,1,0,0,0,42475
57,3,4,5,1,0,0,0,2,1,1,0,1,0,0,43125
183,2,3,1,0,1,0,0,1,1,1,1,1,0,1,38275
166,3,0,3,0,0,1,0,3,0,0,0,1,1,0,28350
69,2,3,2,0,1,0,0,3,0,1,0,1,1,1,31675
58,1,0,1,1,0,0,0,3,1,0,0,0,0,1,29950
238,3,0,3,0,1,0,1,2,1,0,0,1,1,1,46900
122,1,4,4,0,1,0,0,1,1,1,0,0,1,0,23550
134,3,1,4,0,0,1,1,3,0,0,1,0,1,0,51850
166,3,3,5,1,0,0,1,3,1,1,0,1,1,0,63600
216,3,1,1,0,0,1,1,1,1,1,0,1,1,0,37350
129,2,2,2,0,1,0,1,1,0,1,0,1,0,0,40425
100,1,0,4,0,1,0,1,2,1,1,1,0,0,0,50250
68,1,1,5,0,1,0,0,2,0,0,0,1,1,0,27650
28,2,1,1,1,0,0,1,3,0,0,1,0,0,0,57950
204,3,4,4,0,1,0,1,3,1,0,1,1,0,1,65550
6,1,4,1,0,0,1,1,3,1,1,1,0,1,1,45650
183,2,0,3,1,0,0,0,2,0,1,1,1,1,1,50775
22,2,0,4,0,1,0,0,2,1,0,1,0,0,1,33550
220,1,3,4,0,0,1,1,1,0,0,1,0,0,1,45500
101,1,1,2,1,0,0,1,2,0,0,0,0,0,1,44275
66,2,4,5,0,1,0,0,3,1,0,1,1,0,0,46850
143,2,2,2,0,1,0,0,3,1,0,0,0,1,0,27325
25,3,1,2,1,0,0,0,3,0,0,1,0,1,1,45625
24,1,3,4,1,0,0,1,1,1,1,0,0,1,1,44350
65,1,4,5,1,0,0,0,1,1,1,1,1,1,1,48575
136,3,3,1,0,0,1,0,1,1,0,1,0,0,0,27900
88,2,3,5,1,0,0,1,2,1,0,0,0,0,0,50950
188,2,4,5,1,0,0,0,3,1,0,1,0,1,0,54450
83,2,4,3,0,1,0,1,3,0,1,0,0,1,1,44575
207,1,2,2,0,1,0,0,1,1,0,0,1,0,0,24875
26,2,4,2,1,0,0,0,3,0,1,0,0,0,1,35900
110,2,2,5,1,0,0,0,1,1,0,0,0,0,1,32250
217,2,2,5,1,0,0,1,1,1,0,1,0,0,1,61675
82,1,4,2,0,0,1,1,3,0,1,1,1,1,1,53000
205,2,2,1,0,0,1,1,1,0,1,0,0,1,1,31625
114,1,0,4,0,1,0,1,2,0,0,1,1,1,1,53550
88,3,0,5,1,0,0,1,3,1,0,1,1,0,1,69900
123,1,1,1,0,1,0,1,3,0,0,0,1,0,1,42525
176,3,1,3,0,1,0,0,2,1,1,1,0,1,1,39650
228,3,1,1,0,1,0,0,2,0,1,1,1,1,1,42650
54,3,2,3,1,0,0,0,2,1,1,1,1,1,1,50800
21,2,1,5,1,0,0,1,2,1,1,0,1,0,1,53475
155,2,4,1,1,0,0,1,2,1,0,1,1,1,0,64575
108,2,0,2,0,0,1,0,3,1,1,0,1,1,0,25650
65,2,0,5,1,0,0,0,3,0,0,0,0,1,1,36375
14,1,0,2,0,1,0,0,2,1,1,1,1,0,1,35050
131,1,2,3,0,1,0,0,2,1,0,1,0,1,0,35025
234,1,4,2,1,0,0,0,2,0,1,1,0,0,0,47850
145,3,4,4,1,0,0,0,3,0,0,1,0,0,1,53375
140,2,4,2,1,0,0,1,1,1,1,0,0,1,0,47000
146,1,3,4,1,0,0,0,2,0,0,1,1,0,1,50600
133,1,4,1,1,0,0,1,2,0,1,1,1,0,1,63525
188,3,3,3,1,0,0,0,2,0,1,1,1,0,1,54650
51,1,0,1,1,0,0,1,2,0,1,1,0,1,0,54025
72,1,1,4,0,1,0,0,3,1,1,0,0,1,0,27050
33,1,4,1,0,0,1,0,1,1,0,0,0,1,1,11325
27,1,1,4,0,0,1,0,3,0,0,1,1,0,0,35625
153,1,1,2,1,0,0,1,2,1,1,1,0,0,1,58825
193,1,1,4,0,0,1,1,2,1,1,1,1,0,0,52775
167,2,1,2,1,0,0,1,3,0,0,1,0,1,1,62675
12,1,2,1,0,0,1,1,3,0,1,0,0,0,0,32300
235,2,1,1,0,1,0,0,1,0,1,1,1,0,0,37825
184,1,2,5,0,0,1,1,3,1,0,0,0,1,1,40600
134,1,1,3,0,0,1,1,2,1,0,1,1,0,0,48800
122,1,3,1,1,0,0,1,1,1,1,0,0,1,0,43050
69,2,4,1,0,0,1,1,3,0,0,1,1,0,0,51675
49,3,4,4,0,0,1,0,1,0,0,0,1,1,1,22675
220,1,0,2,1,0,0,0,2,1,0,1,0,0,1,43500
206,1,2,4,0,0,1,0,2,1,1,0,0,0,0,22650
198,1,0,2,1,0,0,1,2,1,1,1,1,0,1,63650
243,2,2,4,0,0,1,1,3,1,0,0,0,1,1,42325
24,2,3,2,0,1,0,1,2,0,1,1,0,1,1,49350
36,2,0,4,1,0,0,1,1,1,0,1,1,0,1,58850
184,3,2,5,0,1,0,0,3,1,1,1,1,1,1,51050
211,3,0,5,0,1,0,1,3,0,1,1,0,1,0,60525
182,2,1,2,1,0,0,1,1,0,0,1,0,1,1,56050
103,2,0,4,1,0,0,1,2,1,0,0,1,1,0,52275
10,3,1,1,0,1,0,0,3,1,0,1,0,0,1,35250
179,3,4,4,1,0,0,0,1,1,0,1,1,0,0,51925
157,2,1,2,0,0,1,0,3,0,1,1,0,0,0,34675
151,2,0,2,0,1,0,1,3,1,0,1,0,0,0,52775
94,2,3,5,1,0,0,0,1,0,1,1,1,1,1,49800
210,3,1,2,0,0,1,1,3,0,1,0,1,1,1,45200
44,1,1,3,0,0,1,0,3,1,1,0,1,0,0,24550
154,2,2,5,0,1,0,0,2,1,0,0,0,0,0,27850
216,3,3,3,0,0,1,1,1,1,1,0,0,1,1,36900
159,3,1,4,0,0,1,0,3,0,1,0,1,1,1,31425
132,1,3,5,0,0,1,1,3,1,0,1,0,1,1,51800
15,2,1,5,0,0,1,1,3,1,0,0,1,1,0,41575
113,2,2,1,0,0,1,1,3,1,1,1,1,0,0,52775
175,1,3,1,0,1,0,1,1,1,1,0,1,0,0,39825
221,2,0,3,0,0,1,1,2,0,1,1,0,0,0,48275
94,1,2,2,0,1,0,0,2,0,1,0,1,0,1,26550
234,3,1,1,0,0,1,0,1,1,1,0,0,1,1,18350
161,3,0,5,1,0,0,0,2,1,0,1,1,1,0,53225
93,3,4,3,1,0,0,1,2,0,0,0,0,1,0,50575
36,3,2,1,0,0,1,1,2,0,0,0,0,1,1,31150
23,2,4,4,0,1,0,0,3,1,1,0,0,0,0,29575
136,1,3,4,1,0,0,0,2,0,1,1,0,0,1,47150
92,1,1,5,0,0,1,0,1,1,1,0,0,0,0,16800
135,2,1,4,0,1,0,1,3,1,0,1,0,1,1,55625
124,1,1,3,0,0,1,0,1,0,1,0,0,0,0,14850
172,3,2,3,1,0,0,0,3,1,0,0,0,1,0,39800
123,1,3,4,1,0,0,0,2,1,0,0,1,0,1,38525
191,2,0,1,0,0,1,0,1,1,0,0,1,1,0,18225
114,1,3,3,0,0,1,0,1,0,0,1,0,1,0,26600
249,1,2,4,1,0,0,0,2,0,1,1,0,1,1,49225
7,1,4,1,0,1,0,0,3,1,0,1,0,1,1,34425
162,2,3,1,1,0,0,0,3,1,0,1,1,1,0,52500
144,1,1,5,0,0,1,1,2,1,1,0,1,1,1,41050
182,2,4,4,0,0,1,1,3,0,1,1,1,0,1,59500
220,3,2,1,0,0,1,1,1,1,0,1,1,0,1,48700
57,3,1,5,0,0,1,0,2,1,1,0,0,0,0,22425
169,1,3,4,1,0,0,1,1,1,0,1,1,1,0,62925
174,1,1,5,1,0,0,1,3,1,0,0,0,0,1,53600
192,3,0,5,1,0,0,0,2,0,1,0,1,0,0,43250
216,2,4,1,1,0,0,1,3,1,1,1,0,1,1,66400
214,2,0,1,0,1,0,0,1,1,1,1,0,1,1,32350
185,1,3,4,1,0,0,0,3,0,1,0,1,1,1,44575
138,2,1,3,1,0,0,1,2,0,1,0,1,0,1,53650
26,2,0,2,0,1,0,0,3,1,0,1,0,0,0,34650
26,1,1,4,0,1,0,0,3,1,1,1,0,0,0,37650
171,1,3,5,1,0,0,0,1,0,0,1,1,0,0,48975
75,3,0,5,0,0,1,0,2,0,1,0,0,0,1,21875
117,1,0,1,0,1,0,1,1,1,1,1,0,0,0,43425
227,1,3,2,1,0,0,0,1,1,1,0,1,1,1,36375
118,2,4,2,1,0,0,0,1,0,0,1,1,0,1,46150
182,2,2,4,0,0,1,0,1,1,1,1,1,1,0,36250
114,1,0,5,0,1,0,1,3,1,1,0,1,0,1,48050
104,3,1,2,0,0,1,1,1,0,0,0,0,0,0,29850
242,2,1,4,0,1,0,0,2,1,0,0,0,0,0,28050
92,2,4,5,0,0,1,1,2,1,0,1,1,0,0,54000
230,2,3,3,1,0,0,0,1,1,0,0,1,1,0,37950
63,2,3,4,0,1,0,0,1,0,1,1,0,1,1,34325
234,3,2,3,0,1,0,1,3,0,0,1,0,1,0,58850
204,2,1,5,1,0,0,1,2,0,1,0,1,0,1,57800
181,3,4,1,0,1,0,0,3,0,0,1,0,1,1,41525
179,2,3,1,1,0,0,0,3,1,0,1,0,0,1,48475
176,2,3,1,1,0,0,0,1,0,0,1,1,1,0,45600
1,3,4,1,0,1,0,1,2,0,0,1,0,1,1,48525
54,3,4,2,0,1,0,1,3,1,0,0,1,0,1,47550
156,2,0,2,0,0,1,1,1,0,1,1,0,0,1,41900
163,1,2,2,0,1,0,0,1,1,0,0,0,1,1,19325
64,1,2,5,0,0,1,0,2,0,1,0,1,1,1,24550
228,2,3,4,0,1,0,0,2,1,0,1,1,0,0,45400
114,3,0,5,0,1,0,0,1,0,1,1,0,1,1,36100
247,1,3,5,0,0,1,0,3,0,1,0,0,1,0,28925
165,1,4,3,0,1,0,0,3,1,1,1,1,1,1,46575
206,1,3,1,0,0,1,1,3,0,1,0,0,1,1,37900
206,1,0,5,1,0,0,1,1,1,1,1,0,0,1,59650
146,3,1,2,0,1,0,0,1,0,0,1,0,1,0,32650
195,1,4,5,0,0,1,0,3,0,1,0,0,0,0,28375
154,2,3,5,0,0,1,0,2,1,0,0,0,0,0,23600
23,3,4,5,1,0,0,0,3,0,1,1,0,1,1,52825
152,3,1,5,0,0,1,1,2,0,1,1,0,1,1,51300
118,2,1,1,0,1,0,0,2,0,1,1,1,0,0,38400
89,3,2,4,0,0,1,0,1,0,0,0,1,0,1,22175
186,2,0,4,0,0,1,1,2,1,0,1,1,0,0,52100
154,2,1,2,1,0,0,1,3,0,1,0,1,1,0,56300
225,1,3,5,0,1,0,1,2,1,0,1,1,0,0,60075
225,3,3,2,0,1,0,0,3,1,1,1,0,0,1,44625
21,2,2,2,1,0,0,1,2,1,1,0,1,1,0,50475
36,3,1,4,1,0,0,1,3,0,0,1,0,1,0,63400
176,3,0,4,1,0,0,1,2,1,1,1,1,1,1,68600
242,3,2,2,1,0,0,1,3,1,0,0,0,0,0,55300
241,1,4,2,0,1,0,0,3,1,0,1,1,0,0,45975
22,2,3,4,0,1,0,1,1,1,0,0,1,0,0,40000
124,3,3,4,0,0,1,1,3,1,0,0,1,0,1,46050
87,3,0,1,1,0,0,1,2,1,0,0,0,0,0,45175
92,2,2,1,0,0,1,0,1,0,1,0,1,0,0,18250
66,1,2,1,1,0,0,0,2,1,1,1,1,0,1,45600
246,1,0,2,0,0,1,1,3,1,0,0,1,0,1,41350
172,1,4,2,0,1,0,1,1,1,1,0,0,0,0,37300
51,3,0,4,0,1,0,0,1,0,1,0,0,1,0,21525
121,3,0,5,0,1,0,1,1,1,1,0,0,0,1,39775
45,1,2,2,1,0,0,1,3,1,0,1,0,1,0,59125
27,2,0,3,0,1,0,0,2,1,1,1,0,1,1,33675
210,2,4,4,0,1,0,0,3,0,1,1,0,1,0,45750
103,2,4,2,1,0,0,1,2,0,0,0,1,0,1,52525
37,3,1,2,0,1,0,0,1,1,0,0,0,1,1,18425
195,3,3,5,1,0,0,1,1,1,0,0,0,1,0,51625
78,2,0,4,1,0,0,1,3,0,1,1,0,1,1,63450
192,1,1,2,0,0,1,0,1,0,1,1,0,1,1,27050
90,3,3,1,1,0,0,1,1,0,0,0,0,1,0,43750
110,1,2,2,0,0,1,0,1,0,1,1,0,0,0,25750
189,3,0,1,0,0,1,0,2,0,1,1,0,1,0,31475
132,1,0,5,0,0,1,1,2,1,0,1,0,1,1,46050
32,2,4,3,0,0,1,0,1,0,0,0,0,0,0,15050
113,1,4,3,0,1,0,0,1,1,0,1,0,1,0,32575
134,1,4,2,1,0,0,1,2,0,0,0,1,1,0,51800
72,1,4,1,1,0,0,0,3,1,0,0,0,0,0,33300
234,3,2,3,0,0,1,1,2,1,1,0,0,1,0,40100
114,2,1,1,1,0,0,1,2,0,0,0,0,1,0,44850
47,2,0,5,0,1,0,0,3,0,1,0,0,0,1,28175
154,1,1,3,1,0,0,1,3,0,0,1,1,0,1,66550
85,1,3,4,0,0,1,0,1,1,0,0,1,0,1,20075
238,2,3,2,1,0,0,0,2,0,1,1,0,0,0,48700
130,2,4,4,0,0,1,1,3,1,0,0,1,0,1,45450
110,2,2,3,0,0,1,0,3,1,1,1,1,0,0,40200
55,1,1,5,1,0,0,0,3,0,1,0,1,0,1,41075
127,3,0,2,0,1,0,0,2,1,0,1,1,1,0,39625
226,1,1,5,0,0,1,1,2,1,1,0,0,0,0,38650
44,1,4,2,0,0,1,1,2,1,1,0,1,1,1,37050
33,1,2,4,0,1,0,0,2,0,0,0,0,0,0,21825
194,1,1,4,1,0,0,1,1,1,0,1,1,0,1,62050
